138,31467.490162558868
160,30927.949658882055
169,29524.24654411935
179,34954.65512822012
182,29915.08299175996
191,31450.19828954276
198,25045.20058053346
202,26057.584425997047
218,26344.214638932175
229,27582.20119717773
230,29636.87629679304
238,27650.769996315998
247,26222.27236771931
267,38188.86889479015
292,31835.479077463377
323,50668.446539598175
329,27653.591574886614
344,29498.39653015702
349,28484.115148695102
353,35607.97298313375
369,46286.98538862714
379,32165.022005724004
386,72680.61563074218
388,47306.01349604054
389,25133.12332951803
396,34943.54575963282
398,26895.930830070847
405,25612.689809415515
413,35650.07967758378
414,29474.644764559023
416,29767.81827678598
426,38857.47411843293
434,27112.261106779017
436,33380.30961253935
438,60983.33757348374
452,33340.563786409184
475,50312.01850302978
482,39423.33630040633
483,25656.934240962197
486,53766.852064981154
509,26434.982271795743
510,26135.66094207129
531,35571.263611745126
547,31033.48252239067
560,27154.843322403074
571,35393.33051098753
577,25906.21306845315
581,39607.372774873234
582,49241.81034010514
596,80888.85207637148
598,25660.27110238106
605,44110.38456021546
606,36390.53762162065
614,41597.035663616385
627,29580.528181400903
635,50036.25332034306
656,32373.31734670443
665,38407.54392738818
670,27847.378596131133
680,30076.388280661646
703,35140.372123376736
711,31753.956665007387
719,46005.46463204867
721,25096.0145737254
723,25705.99035396663
730,27088.277314453473
748,38813.237417495904
762,33533.303871994714
772,33258.19731858041
785,34321.38494834673
788,27137.487972689938
793,32029.732593471083
803,25234.00017713384
810,58164.42014627693
813,31568.73015402786
817,26820.816814029557
826,31896.185786848982
844,39976.38906199593
847,25672.097303416333
853,26912.37020922878
854,28395.492962278327
859,37080.97691047058
867,33735.7620332147
887,32827.544215214475
893,31941.458887916844
897,30992.571464692603
904,30133.563452140635
920,35814.50853076239
926,38804.23989501812
931,36436.94829681621
935,39774.184316376595
945,33642.77362141516
946,26696.222911240468
966,26259.148859526922
971,35717.32438296806
982,31864.58000516247
983,37230.632893068796
986,51065.03146754913
997,34298.404410832816
1002,27089.8473406828
1013,29801.663152345416
1038,33413.06974468451
1043,29404.096716309858
1055,26555.549342089907
1058,46463.775918152394
1062,36573.52672577205
1063,27745.627266888256
1090,25416.11601972095
1092,30401.759142713396
1094,26982.530271894982
1095,38801.297874087744
1117,37780.668782353336
1123,27171.562305417865
1126,25114.835868175283
1131,55257.070433346984
1132,27873.258318389857
1133,34740.48923445254
1168,41700.975641718855
1169,37324.560505783345
1170,38220.92037878738
1178,30764.495274947018
1188,30651.97082325591
1189,26310.852193010214
1201,46280.83561895145
1204,32333.98077902874
1206,37087.89918918076
1210,34119.376730214295
1217,30626.2705533502
1223,30609.913368295245
1229,37055.683858139615
1231,31978.744123607317
1242,25425.05164549995
1245,27726.451389654067
1248,31204.581938585106
1255,25939.592803904645
1262,31338.134927417053
1275,30329.583588688478
1276,30083.45236129776
1279,26718.18304923442
1286,29147.154425943016
1288,33680.17218002232
1300,25319.80020887779
1320,36470.991946935814
1322,27387.04255707621
1326,49184.25201452058
1328,33426.83544060838
1333,30732.482777475932
1334,34036.957392668184
1347,33299.24471344463
1349,48128.80408010737
1356,29425.361972950846
1367,40921.956629060194
1377,29576.663215831
1378,29440.727835915197
1382,27912.986004106224
1385,28590.905426244233
1388,33052.75591442984
1389,30957.339021076652
1399,29446.622909028203
1400,28239.9692455986
1405,26679.43348976626
1409,33988.237843178336
1418,65920.11908006798
1462,71178.91750815147
1463,41617.35193856913
1470,35287.68652753728
1477,30093.83772007582
1497,27333.871091031946
1499,30815.303875046837
1501,30434.0733700236
1504,36069.777147743356
1511,30529.501602037075
1517,25620.602374925063
1525,25056.81217828324
1529,37456.51339354278
1545,44854.37816392149
1547,26343.708582683903
1549,67032.50318222142
1555,39017.702617824754
1560,34715.91042406445
1568,27084.76919714376
1569,30030.377070855222
1574,34382.491396561636
1590,40380.887760850186
1593,38002.98314252992
1594,27206.543882617145
1598,55462.95625478212
1599,36187.10497532383
1607,31125.14326758943
1626,53548.82614001013
1629,30508.37124805582
1637,41626.23227694862
1645,34610.44086933977
1659,27453.851054520215
1660,30263.154643667644
1662,34926.91089266158
1667,46719.62998517314
1682,30022.879110320788
1687,30003.880895448707
1689,52600.075515887256
1690,45733.88856170046
1692,31542.746181939423
1694,27669.346196351486
1709,34028.84702063854
1712,41086.56359621861
1720,35141.79687983842
1722,38669.123534236394
1728,28246.68115640877
1731,25359.951986048392
1737,60332.49218593049
1749,47430.03590786325
1750,40066.9188627978
1760,29183.172118079496
1764,35335.27622386913
1770,29106.69472501983
1771,29157.410619655333
1782,50437.025196309354
1784,63623.35390020462
1793,36968.9902411973
